Time (s),PPG Value
12.91962,-0.3157
12.92954,-0.2767
12.937925,-0.2812
12.947873,-0.2325
12.957857,-0.2592
12.967804,-0.3328
12.977705,-0.5211
12.987652,-0.732
12.997569,-0.6555
13.0075,-0.6086
13.017464,-0.6326
13.027404,-0.5365
13.035793,-0.3207
13.045717,-0.1693
13.055665,-0.05
13.065785,0.0739
13.075908,0.0329
13.086032,0.0907
13.09614,0.1931
13.106292,0.2582
13.116624,0.2294
13.126769,0.1871
13.136908,0.1232
13.147041,0.0734
13.157184,0.0792
13.167392,0.1047
13.177536,0.1796
13.187652,0.3357
13.197772,0.4126
13.207901,0.4474
13.218056,0.3846
13.228188,0.2486
13.239856,-0.1166
13.249816,-0.3606
13.259749,-0.4959
13.269737,-0.564
13.279688,-0.5306
13.289628,-0.3453
13.299572,-0.1553
13.309584,0.0234
13.319736,0.0707
13.329864,0.0698
13.340001,0.001
13.349932,-0.148
13.359872,-0.3819
13.36984,-0.5789
13.379773,-0.6697
13.38972,-0.6693
13.399684,-0.6859
13.409636,-0.6398
13.41962,-0.5818
13.429565,-0.4975
13.4395,-0.3724
13.449457,-0.2193
13.459412,-0.0979
13.469412,-0.0655
13.479425,0.0038
13.489541,0.0078
13.499532,-0.0404
13.509432,-0.0905
13.519409,-0.1297
13.529364,-0.2876
13.539308,-0.5597
13.549272,-0.781
13.557661,-0.7858
13.567648,-0.8399
13.577585,-0.7825
13.587529,-0.6237
13.5975,-0.4502
13.607417,-0.3206
13.617401,-0.1797
13.627352,-0.1584
13.637385,0.0198
13.647544,0.0964
13.657669,0.1765
13.667833,0.2331
13.678156,0.1917
13.688301,0.0276
13.698237,-0.2226
13.708168,-0.4909
13.718112,-0.7004
13.72804,-0.8077
13.737944,-0.8693
13.747888,-0.7721
13.757817,-0.6478
13.767796,-0.6007
13.777732,-0.4719
13.787689,-0.2345
13.797633,-0.0356
13.806157,0.1519
13.816236,0.3212
13.8264,0.4507
13.836492,0.5475
13.84666,0.5866
13.856764,0.5769
13.866896,0.5198
13.87706,0.3805
13.887192,0.0205
13.897109,-0.3041
13.907045,-0.3764
13.916984,-0.4226
13.926944,-0.4551
13.936888,-0.4591
13.946832,-0.469
13.956745,-0.4672
13.966685,-0.4368
13.976636,-0.3761
13.986588,-0.3229
13.996533,-0.2878
14.006481,-0.2794
14.016408,-0.2838
14.02636,-0.275
14.036276,-0.2609
14.04622,-0.2166
14.056157,-0.1566
14.064553,-0.1009
14.074504,-0.072
14.084488,-0.0738
14.094449,-0.0871
14.104393,-0.098
14.11434,-0.1279
14.124313,-0.1738
14.134325,-0.1891
14.144292,-0.2301
14.154205,-0.3321
14.164149,-0.3032
14.174093,-0.3877
14.182489,-0.386
14.19244,-0.4134
14.202368,-0.4174
14.212305,-0.4031
14.222236,-0.3657
14.232209,-0.3461
14.242164,-0.3798
14.252104,-0.3897
14.262052,-0.3571
14.271968,-0.2582
14.281956,-0.1562
14.290316,-0.0891
14.30028,-0.0361
14.310224,-0.0753
14.32016,-0.241
14.330097,-0.381
14.340048,-0.2333
14.349996,-0.1204
14.359945,-0.2586
14.36988,-0.4339
14.379793,-0.5612
14.388193,-0.5093
14.398144,-0.5314
14.408084,-0.6451
14.418008,-0.5779
14.427936,-0.4191
14.437916,-0.2129
14.447949,0.0496
14.458065,0.2095
14.468388,0.2011
14.478528,0.2667
14.488717,0.3709
14.498865,0.5306
14.50898,0.627
14.519084,0.6482
14.5292,0.6172
14.539353,0.4786
14.549496,0.2181
14.559484,-0.2499
14.56942,-0.3608
14.579353,-0.4496
14.589348,-0.5016
14.599281,-0.5533
14.609225,-0.5541
14.619156,-0.5073
14.6291,-0.418
14.639073,-0.3089
14.649048,-0.2406
14.658948,-0.2099
14.668885,-0.2266
14.678829,-0.2369
14.688804,-0.2512
14.698753,-0.2056
14.708684,-0.1752
14.718636,-0.1399
14.728585,-0.1134
14.737009,-0.1233
14.746976,-0.1197
14.756909,-0.0975
14.76686,-0.0705
14.776812,-0.02
14.786845,0.0035
14.79678,-0.0378
14.806729,-0.1222
14.81668,-0.1796
14.826624,-0.2593
14.836557,-0.3526
14.846569,-0.376
14.856516,-0.3732
14.864905,-0.3626
14.874844,-0.3754
14.884784,-0.3327
14.894757,-0.3496
14.904716,-0.3093
14.914656,-0.2681
14.924609,-0.2485
14.934524,-0.1909
14.944513,-0.1851
14.954452,-0.3011
14.964412,-0.4497
14.972781,-0.3774
14.982721,-0.3403
14.992709,-0.3635
15.002653,-0.3448
15.012588,-0.3222
15.022544,-0.3047
15.032485,-0.3015
15.042425,-0.2253
15.052425,-0.1391
15.0624,-0.0618
15.072344,-0.0481
15.080744,-0.0852
15.090672,-0.1447
15.100625,-0.0943
15.110713,0.1089
15.120808,0.255
15.130921,0.3798
15.141036,0.5019
15.151181,0.6211
15.161313,0.691
15.171632,0.6992
15.181756,0.6581
15.191884,0.5105
15.202044,0.1217
15.211973,-0.2627
15.221937,-0.3326
15.231917,-0.3929
15.241861,-0.5028
15.251845,-0.5775
15.261813,-0.6315
15.271768,-0.6213
15.281724,-0.545
15.291661,-0.4671
15.301601,-0.3815
15.311604,-0.2772
15.321568,-0.2349
15.331524,-0.1914
15.341485,-0.1635
15.351461,-0.1384
15.361476,-0.1424
15.37144,-0.1473
15.381397,-0.1282
15.391368,-0.1193
15.401325,-0.0695
15.411364,0.0151
15.421525,0.0743
15.431669,0.0529
15.441804,0.0391
15.451801,-0.0479
15.461785,-0.1051
15.471764,-0.2104
15.481713,-0.2992
15.491677,-0.3937
15.501641,-0.433
15.5116,-0.4182
15.521536,-0.469
15.531464,-0.4465
15.53984,-0.4207
15.549777,-0.3661
15.559772,-0.2849
15.569725,-0.2539
15.579656,-0.3164
15.589616,-0.3331
15.599556,-0.3398
15.609508,-0.3015
15.619472,-0.2468
15.629417,-0.0954
15.639369,-0.0258
15.647736,-0.0034
15.657809,-0.0209
15.667788,-0.0859
15.677721,-0.1308
15.687688,-0.2012
15.697628,-0.3096
15.707572,-0.3529
15.717564,-0.2129
15.727517,-0.4083
15.737457,-0.5532
15.747412,-0.4818
15.757356,-0.2166
15.7675,0.1851
15.777648,0.3568
15.787961,0.3973
15.798081,0.3933
15.808204,0.4515
15.818356,0.5528
15.8285,0.6292
15.838621,0.6482
15.848749,0.6082
15.858888,0.5034
15.869056,0.3825
15.879184,0.2474
15.889308,0.0013
15.899212,-0.3614
15.90916,-0.6238
15.919129,-0.8847
15.929064,-1.0
15.938984,-1.0
15.948912,-0.904
15.958848,-0.8099
15.968796,-0.7092
15.978716,-0.6817
15.988644,-0.717
15.998573,-0.8029
16.008495,-0.8314
16.018419,-0.8215
16.028419,-0.656
16.038364,-0.3714
16.048307,-0.1576
16.056707,-0.0247
16.066791,0.061
16.076936,0.0328
16.086967,-0.0205
16.096908,-0.0704
16.106836,-0.1579
16.116775,-0.2018
16.126731,-0.3317
16.136676,-0.3764
16.146623,-0.3089
16.156555,-0.1571
16.166503,-0.043
16.176572,0.0465
16.186712,0.1137
16.197032,0.1314
16.207143,0.0838
16.217271,0.0431
16.227415,-0.0029
16.237472,-0.0102
16.247444,-0.0602
16.257568,0.0505
16.267704,0.0579
16.277896,0.0033
16.287839,-0.0121
16.297796,-0.1764
16.307708,-0.3611
16.317651,-0.4092
16.327644,-0.2723
16.337631,-0.112
16.347772,0.0523
16.357883,-0.0054
16.367835,-0.0933
16.377819,-0.2752
16.387763,-0.3903
16.397712,-0.577
16.407667,-0.6213
16.417612,-0.2893
16.427671,0.0223
16.437803,0.178
16.447988,0.0291
16.457916,-0.1357
16.467891,-0.0911
16.477851,-0.1385
16.487815,-0.0113
16.497932,0.2872
16.508056,0.5221
16.518159,0.6505
16.528287,0.6975
16.538583,0.6925
16.548704,0.6607
16.558828,0.5375
16.568964,0.1682
16.578939,-0.3297
16.58888,-0.4384
16.598812,-0.5338
16.608755,-0.5508
16.618688,-0.4931
16.628652,-0.3931
16.638608,-0.32
16.648544,-0.3048
16.658468,-0.306
16.668384,-0.3119
16.678371,-0.3009
16.688323,-0.2762
16.698284,-0.2661
16.708244,-0.2718
16.718204,-0.3142
16.72656,-0.3364
16.736539,-0.335
16.746507,-0.3149
16.756435,-0.2775
16.766376,-0.2266
16.776332,-0.1961
16.786319,-0.2175
16.796272,-0.2515
16.806232,-0.2528
16.816188,-0.2111
16.826156,-0.1888
16.836135,-0.1721
16.844524,-0.1968
16.854476,-0.1964
16.864423,-0.2053
16.874368,-0.2123
16.884332,-0.2128
16.894292,-0.1979
16.904247,-0.1791
16.914199,-0.1664
16.924152,-0.1863
16.93412,-0.2461
16.944063,-0.2991
16.952451,-0.2952
16.9624,-0.2214
16.972356,-0.193
16.982292,-0.1832
16.992271,-0.1498
17.002231,-0.1284
17.012184,-0.1386
17.022144,-0.1171
17.032108,-0.1272
17.042108,-0.1409
17.052064,-0.1354
17.062028,-0.1452
17.071983,-0.1569
17.080368,-0.1375
17.090368,-0.0934
17.100315,-0.0623
17.11026,-0.0097
17.120344,0.0592
17.130491,0.0355
17.140672,0.0135
17.150775,-0.0013
17.160728,-0.0798
17.170679,-0.1415
17.180595,-0.0949
17.190696,0.2193
17.200807,0.3974
17.210899,0.477
17.2212,0.4632
17.231311,0.3233
17.241483,0.0702
17.251476,-0.2143
17.261415,-0.3388
17.271375,-0.4593
17.281332,-0.571
17.291315,-0.639
17.301275,-0.686
17.311187,-0.7366
17.321132,-0.7728
17.331075,-0.7497
17.341047,-0.6351
17.351003,-0.4659
17.360948,-0.2806
17.370891,-0.1793
17.380851,-0.1235
17.39084,-0.1385
17.400783,-0.1446
17.410732,-0.168
17.420684,-0.1881
17.429056,-0.1244
17.439104,0.0686
17.449256,0.306
17.459384,0.3893
17.469572,0.3733
17.4797,0.3313
17.489824,0.2476
17.500007,0.1035
17.510099,-0.0224
17.520044,-0.1115
17.530008,-0.1982
17.539951,-0.2652
17.549928,-0.3489
17.559888,-0.3751
17.569816,-0.3949
17.579755,-0.3527
17.589683,-0.3637
17.599655,-0.4849
17.609588,-0.4783
17.619512,-0.4536
17.62944,-0.3373
17.639379,-0.2331
17.649387,-0.1367
17.659336,-0.0117
17.669492,0.0509
17.679492,-0.0191
17.689456,-0.0678
17.699428,-0.1778
17.709367,-0.2232
17.71928,-0.2417
17.72924,-0.2312
17.737607,-0.2069
17.747547,-0.143
17.757528,-0.1117
17.767499,-0.0835
17.777448,-0.089
17.787399,-0.0874
17.797344,-0.0518
17.80734,-0.0286
17.817464,0.0546
17.827783,0.0822
17.837816,-0.0312
17.847864,0.0645
17.858015,0.3095
17.868104,0.5218
17.878219,0.6266
17.888339,0.6694
17.898508,0.6622
17.90866,0.588
17.918788,0.4097
17.928827,-0.2215
17.938779,-0.3632
17.948699,-0.484
17.958656,-0.5358
17.968591,-0.5715
17.978519,-0.5659
17.988435,-0.551
17.998344,-0.5226
18.008287,-0.4766
18.018175,-0.4027
18.028104,-0.3708
18.038019,-0.3151
18.047943,-0.3055
18.057912,-0.3001
18.06784,-0.2799
18.076215,-0.2447
18.08616,-0.1966
18.096084,-0.1247
18.106067,-0.0976
18.115995,-0.0413
18.125963,-0.0061
18.136028,0.0067
18.14602,-0.0433
18.156007,-0.1005
18.165964,-0.152
18.175931,-0.185
18.185892,-0.1474
18.195856,-0.1255
18.205863,-0.1682
18.214248,-0.124
18.224216,-0.1708
18.234188,-0.2652
18.244155,-0.3789
18.254104,-0.4853
18.26408,-0.587
18.274011,-0.6356
18.283956,-0.5917
18.293907,-0.4456
18.30384,-0.1976
18.313835,-0.0192
18.32398,0.0157
18.333995,-0.0733
18.343952,-0.1604
18.353887,-0.3258
18.363872,-0.2215
18.372268,-0.155
18.382215,-0.0307
18.392324,0.1452
18.402439,0.2259
18.412767,0.2478
18.422883,0.1732
18.432968,-0.0389
18.442916,-0.3142
18.45284,-0.4689
18.462799,-0.5394
18.472711,-0.4072
18.482671,-0.2465
18.492635,-0.1031
18.502719,0.0098
18.512672,-0.0374
18.522796,0.0716
18.532888,0.2646
18.543016,0.4587
18.553119,0.5135
18.563316,0.5085
18.573432,0.4243
18.583568,0.2774
18.593704,0.0387
18.603624,-0.2531
18.613611,-0.3729
18.623563,-0.514
18.633499,-0.6339
18.643463,-0.7015
18.6534,-0.7782
18.663351,-0.7799
18.673315,-0.6971
18.683235,-0.5775
18.693164,-0.4876
18.703096,-0.4175
18.713064,-0.3179
18.723016,-0.2478
18.732967,-0.207
18.742923,-0.1891
18.752887,-0.1796
18.76288,-0.1535
18.772836,-0.1094
18.781232,-0.08
18.791175,-0.0172
18.801347,0.0616
18.811483,0.1121
18.821847,0.1102
18.831975,0.0564
18.842111,0.0155
18.852115,-0.0557
18.862071,-0.1297
18.872047,-0.2398
18.881971,-0.3657
18.89192,-0.4833
18.901859,-0.4324
18.911788,-0.4023
18.921752,-0.3289
18.931659,-0.2518
18.941616,-0.2341
18.951583,-0.218
18.961515,-0.2719
18.971475,-0.3268
18.981416,-0.3712
18.991355,-0.3161
19.001304,-0.217
19.011247,-0.1697
19.021211,-0.1212
19.029632,-0.074
19.039579,-0.1183
19.049524,-0.3536
19.059471,-0.5887
19.069416,-0.5815
19.079387,-0.4368
19.089332,-0.374
19.099283,-0.3155
19.109239,-0.2751
19.119184,-0.3729
19.129171,-0.4897
19.139123,-0.6366
19.147516,-0.6803
19.157451,-0.644
19.167383,-0.6709
19.177352,-0.5219
19.187328,-0.3403
19.197387,0.2234
19.207508,0.5341
19.217628,0.647
19.227972,0.6828
19.238088,0.6549
19.248203,0.5583
19.258312,0.4221
19.268444,0.2365
19.278535,-0.1433
19.288496,-0.4223
19.298456,-0.6066
19.308395,-0.7227
19.31834,-0.721
19.328311,-0.6272
19.338264,-0.4899
19.348196,-0.3958
19.358112,-0.3536
19.36804,-0.3381
19.377923,-0.2928
19.387916,-0.2583
19.397884,-0.1869
19.407815,-0.147
19.417772,-0.1065
19.427751,-0.108
19.437759,-0.1135
19.447776,0.0316
19.456308,0.0936
19.466476,0.086
19.476604,0.1242
19.48682,0.1686
19.496971,0.0633
19.506975,-0.0594
19.516927,-0.1813
19.526887,-0.2996
19.536844,-0.366
19.546783,-0.3516
19.556728,-0.3428
19.566675,-0.2943
19.576627,-0.2877
19.586599,-0.3128
19.596551,-0.3833
19.606475,-0.5153
19.616407,-0.5893
19.626327,-0.6094
19.636272,-0.5848
19.646211,-0.4649
19.656152,-0.2882
19.666116,-0.1523
19.676136,0.0103
19.686336,0.0739
19.696487,0.0092
19.706432,-0.0497
19.7164,-0.1383
19.726316,-0.1564
19.736316,-0.1768
19.746248,-0.1572
19.75464,-0.1855
19.764591,-0.2968
19.774532,-0.2104
19.784484,-0.2983
19.794435,-0.4011
19.804376,-0.4038
19.814287,-0.388
19.82422,-0.295
19.834184,-0.137
19.844192,0.0197
19.852708,0.1477
19.862823,0.3075
19.872915,0.3777
19.883031,0.4385
19.893371,0.4426
19.903472,0.3675
19.913591,0.1812
19.923591,-0.219
19.933532,-0.3865
19.9435,-0.5223
19.953456,-0.5801
19.963375,-0.5786
19.9733,-0.5353
19.983203,-0.4534
19.993148,-0.3684
20.003076,-0.318
20.012983,-0.2862
20.02292,-0.2821
20.032852,-0.3175
20.042808,-0.3319
20.05274,-0.287
20.062675,-0.2318
20.072612,-0.1668
20.082563,-0.1351
20.092552,-0.1366
20.100944,-0.1121
20.110904,-0.0544
20.120819,-0.0212
20.130828,0.0074
20.140979,0.0105
20.150976,-0.0401
20.160932,-0.1432
20.170888,-0.1703
20.180795,-0.1608
20.190744,-0.122
20.200679,-0.1952
20.210628,-0.2247
20.220596,-0.3631
20.230543,-0.4354
20.238908,-0.4467
20.248855,-0.3674
20.258792,-0.3262
20.268743,-0.3111
20.278692,-0.3461
20.288631,-0.3408
20.298595,-0.3127
20.30854,-0.2472
20.318479,-0.1527
20.328428,-0.1347
20.336799,-0.1374
20.346771,-0.2145
20.356727,-0.2881
20.366683,-0.2467
20.376619,-0.2324
20.386547,-0.1715
20.396488,-0.1591
20.406427,-0.1663
20.416351,-0.1751
20.426267,-0.2545
20.434656,-0.2537
20.444612,-0.2868
20.45458,-0.2638
20.464519,-0.1947
20.474464,-0.038
20.484571,0.0915
20.494659,0.2723
20.504808,0.3835
20.5151,0.4066
20.525207,0.3393
20.535339,0.2039
20.545436,-0.0788
20.555391,-0.3094
20.565336,-0.3861
20.575267,-0.4742
20.585216,-0.5287
20.595151,-0.5342
20.605131,-0.492
20.615032,-0.4577
20.624956,-0.4378
20.634887,-0.3719
20.644819,-0.3252
20.654808,-0.3101
20.664743,-0.2956
20.674699,-0.2992
20.683092,-0.2538
20.693035,-0.2062
20.703008,-0.1528
20.712951,-0.0801
20.722908,-0.0435
20.732856,-0.0152
20.742832,-0.032
20.752832,-0.0607
20.762771,-0.0856
20.772684,-0.0833
20.782636,-0.1168
20.792627,-0.1411
20.802627,-0.153
20.811019,-0.1685
20.820983,-0.2443
20.830923,-0.3642
20.840879,-0.4471
20.850835,-0.5489
20.860799,-0.6849
20.870727,-0.7067
20.880643,-0.7488
20.890531,-0.444
20.900468,-0.1229
20.908988,0.1075
20.919099,0.1526
20.929428,0.1371
20.939432,-0.1553
20.949356,-0.3605
20.959316,-0.4409
20.969255,-0.4615
20.979183,-0.43
20.989112,-0.3563
20.999059,-0.3245
21.00904,-0.236
21.01898,-0.1242
21.028903,-0.1348
21.038835,-0.097
21.048772,-0.0931
21.058723,-0.1232
21.068672,-0.0528
21.078735,0.0027
21.088832,0.2046
21.098932,0.41
21.109056,0.5594
21.119159,0.6082
21.129316,0.59
21.13944,0.5085
21.149576,0.3018
21.159652,-0.1728
21.169599,-0.3437
21.179544,-0.4338
21.189483,-0.5262
21.199415,-0.5814
21.209415,-0.6059
21.219348,-0.5825
21.22928,-0.5495
21.239204,-0.5045
21.247568,-0.4418
21.257507,-0.3698
21.267496,-0.2958
21.277444,-0.2571
21.287416,-0.2293
21.29738,-0.2175
21.307315,-0.1502
21.317304,-0.1361
21.327259,-0.1273
21.337211,-0.1067
21.347175,-0.1175
21.357124,-0.1456
21.365556,-0.1352
21.375524,-0.0896
21.385467,-0.0853
21.395431,-0.0796
21.405391,-0.0819
21.415367,-0.0806
21.425344,-0.0761
21.435291,-0.1332
21.445268,-0.1893
21.45524,-0.3791
21.4652,-0.4709
21.475116,-0.5131
21.485084,-0.5782
21.493463,-0.5791
21.503408,-0.5128
21.513343,-0.4842
21.523323,-0.3722
21.533283,-0.312
21.54322,-0.2691
21.553115,-0.162
21.563068,-0.1798
21.573036,-0.2361
21.582988,-0.2784
21.591375,-0.2565
21.60132,-0.2912
21.611255,-0.2603
21.621244,-0.2302
21.631216,-0.1593
21.64118,-0.1017
21.651119,-0.0909
21.661071,-0.0114
21.671047,-0.0754
21.680992,-0.2176
21.690931,-0.2574
21.700899,-0.0264
21.709388,0.186
21.71948,0.4221
21.729627,0.6194
21.739748,0.7328
21.749872,0.7719
21.760179,0.7632
21.770288,0.7052
21.780435,0.5309
21.790523,-0.1051
21.80046,-0.3656
21.810392,-0.4853
21.820308,-0.5676
21.83028,-0.6256
21.840215,-0.643
21.85012,-0.5813
21.860027,-0.5043
21.869932,-0.4106
21.87988,-0.297
21.88982,-0.235
21.899751,-0.2066
21.9097,-0.1861
21.919635,-0.1994
21.929611,-0.2344
21.939571,-0.2543
21.949527,-0.2598
21.95948,-0.2105
21.969415,-0.1481
21.9794,-0.1134
21.987787,-0.0929
21.997743,-0.0678
22.007696,-0.0593
22.017644,-0.0457
22.027635,-0.0467
22.037572,-0.0934
22.047531,-0.1477
22.057476,-0.2429
22.067428,-0.4734
22.077356,-0.5191
22.087327,-0.3886
22.095695,-0.3137
22.105644,-0.2402
22.115575,-0.2628
22.125524,-0.3094
22.135496,-0.3916
22.145448,-0.3616
22.155395,-0.3181
22.165336,-0.2468
22.175275,-0.1985
22.185235,-0.1954
22.195203,-0.2111
22.203596,-0.1827
22.213539,-0.1074
22.22348,-0.1009
22.233451,-0.0892
22.24344,-0.1102
22.253372,-0.2017
22.263307,-0.2093
22.273231,-0.2052
22.283176,-0.1007
22.293163,-0.1605
22.303123,-0.2716
22.313091,-0.2943
22.321479,-0.2965
22.33142,-0.0244
22.341575,0.1107
22.351715,0.1826
22.361856,0.2951
22.37198,0.3973
22.382087,0.5877
22.392236,0.7216
22.402364,0.7654
22.412668,0.7695
22.422788,0.7244
22.432903,0.6013
22.443067,0.2598
22.453008,-0.3332
22.462947,-0.4507
22.472896,-0.5465
22.482835,-0.6331
22.492832,-0.6584
22.50278,-0.6232
22.512699,-0.579
22.522636,-0.4971
22.532596,-0.4298
22.542547,-0.3775
22.552495,-0.3193
22.562456,-0.2528
22.572427,-0.2062
22.582368,-0.2017
22.592311,-0.1804
22.602283,-0.1716
22.612203,-0.164
22.622148,-0.1317
22.63212,-0.1206
22.642055,-0.0997
22.652032,-0.0889
22.661987,-0.0908
22.671943,-0.1263
22.681936,-0.1256
22.690311,-0.1423
22.700311,-0.1612
22.710279,-0.1435
22.720212,-0.0912
22.730279,0.0208
22.740259,-0.0856
22.750247,-0.2641
22.7602,-0.4403
22.770116,-0.5179
22.780036,-0.55
22.78996,-0.4787
22.799936,-0.512
22.80986,-0.6901
22.818208,-0.7491
22.828144,-0.6653
22.838064,-0.5725
22.848031,-0.3565
22.858043,0.0627
22.86816,0.2049
22.878475,0.253
22.888603,0.1977
22.89878,0.1224
22.908912,0.128
22.919099,0.0871
22.929172,-0.028
22.939115,-0.2135
22.949123,-0.208
22.959072,-0.0832
22.969083,0.0433
22.979183,-0.0147
22.989124,-0.1523
22.999107,-0.4282
23.009048,-0.625
23.018972,-0.7607
23.028896,-0.9138
23.038827,-0.723
23.048767,-0.1699
23.05894,0.4202
23.069036,0.6539
23.079132,0.7317
23.089292,0.7524
23.099407,0.7401
23.109535,0.6587
23.119667,0.4351
23.129768,-0.1506
23.139707,-0.3177
23.149652,-0.3951
23.159627,-0.4633
23.169576,-0.5435
23.17954,-0.5988
23.189479,-0.6073
23.19942,-0.5513
23.209392,-0.447
23.219303,-0.3428
23.22924,-0.3233
23.239175,-0.3023
23.249107,-0.2784
23.25908,-0.2702
23.269027,-0.204
23.277399,-0.1538
23.287347,-0.1006
23.2973,-0.0618
23.307287,-0.045
23.317195,-0.0738
23.327148,-0.0813
23.337127,-0.1003
23.347072,-0.1064
23.357076,-0.0857
23.367,-0.0827
23.376939,-0.0975
23.385335,-0.1183
23.395292,-0.151
23.405271,-0.1764
23.41526,-0.2453
23.425199,-0.3293
23.435144,-0.3809
23.445072,-0.4448
23.455015,-0.6033
23.464979,-0.8363
23.474931,-0.8233
23.484876,-0.7245
23.494812,-0.6386
23.503211,-0.6133
23.513191,-0.6368
23.523115,-0.608
23.533052,-0.4538
23.543012,-0.2168
23.552947,-0.1014
23.56294,-0.0021
23.572959,-0.0204
23.58288,-0.2068
23.592803,-0.1616
23.602792,0.041
23.612932,0.1642
23.623252,0.1146
23.633235,-0.1044
23.64318,-0.086
23.653091,-0.0784
23.66304,-0.1564
23.672992,-0.2939
23.681367,-0.4361
23.691324,-0.5131
23.701284,-0.5805
23.711219,-0.4753
23.7212,-0.4205
23.731119,-0.0876
23.741199,0.2095
23.751323,0.3924
23.76144,0.5321
23.771587,0.6429
23.781692,0.7081
23.791824,0.7042
23.80194,0.6308
23.812055,0.38
23.822048,-0.2811
23.831983,-0.3528
23.841932,-0.4161
23.851863,-0.4477
23.861812,-0.4707
23.871807,-0.4849
23.881723,-0.4936
23.891647,-0.4818
23.901559,-0.4347
23.911483,-0.3625
23.921451,-0.2745
23.931396,-0.2397
23.939764,-0.2197
23.949708,-0.2187
23.959632,-0.2147
23.969579,-0.1781
23.979551,-0.1693
23.989524,-0.1384
23.999483,-0.1425
24.009443,-0.1336
24.019403,-0.0909
24.029388,-0.0926
24.03936,-0.1037
24.04932,-0.1233
24.057716,-0.1339
24.067691,-0.1472
24.077684,-0.1673
24.08764,-0.1733
24.097604,-0.2584
24.107543,-0.3353
24.117483,-0.4964
24.12746,-0.5962
24.137407,-0.7095
24.147335,-0.7366
24.157316,-0.5345
24.167276,-0.3717
24.175708,-0.1932
24.185655,-0.0518
24.195608,-0.1285
24.20556,-0.1297
24.215496,-0.245
24.225435,-0.2609
24.235412,-0.3254
24.24538,-0.2377
24.255311,-0.1841
24.265272,-0.0586
24.275211,-0.0543
24.285179,-0.0922
24.293563,-0.147
24.303512,-0.1309
24.313455,-0.0402
24.323612,0.0855
24.333988,0.0831
24.34416,0.0833
24.354307,0.1008
24.36444,0.1311
24.374588,0.0473
24.384628,-0.0777
24.394571,-0.2101
24.404516,-0.2947
24.414464,-0.3309
24.424375,-0.2676
24.434339,-0.0951
24.444444,0.1182
24.454563,0.3304
24.464683,0.4975
24.474784,0.6261
24.484916,0.6703
24.495071,0.6499
24.505195,0.5345
24.51534,0.2671
24.525327,-0.255
24.535312,-0.3373
24.545284,-0.4127
24.555227,-0.5079
24.565172,-0.5497
24.575128,-0.5589
24.5851,-0.5231
24.595039,-0.4666
24.604967,-0.4425
24.614896,-0.4291
24.624832,-0.3992
24.634799,-0.3343
24.644763,-0.269
24.654699,-0.2081
24.66464,-0.1871
24.674575,-0.1535
24.684535,-0.1321
24.694543,-0.1164
24.704496,-0.0927
24.714452,-0.0927
24.724403,-0.1246
24.734371,-0.1342
24.744384,-0.1414
24.754335,-0.1392
24.76272,-0.1336
24.772687,-0.1358
24.782667,-0.1574
24.792692,-0.1604
24.802663,-0.1954
24.812627,-0.2806
24.822591,-0.4828
24.832544,-0.6222
24.842544,-0.4736
24.852504,-0.4061
24.862451,-0.2485
24.872428,-0.1165
24.8824,-0.302
24.89232,-0.6156
24.900739,-0.6149
24.910671,-0.6099
24.920583,-0.3777
24.930547,-0.1558
24.940492,-0.0577
24.950452,-0.0828
24.960395,-0.1505
24.97034,-0.151
24.980287,-0.1767
24.990291,0.0217
25.000459,0.1386
25.011268,0.1236
25.021356,0.085
25.031372,-0.158
25.041303,-0.463
25.051267,-0.656
25.061208,-0.5481
25.071159,-0.2237
25.081184,0.0045
25.091287,0.1318
25.101411,-0.0459
25.111356,-0.3158
25.121311,-0.3172
25.131307,-0.2056
25.141368,0.171
25.151504,0.4871
25.161628,0.6075
25.171735,0.6926
25.181852,0.7186
25.19202,0.6758
25.202171,0.5445
25.212268,-0.1375
25.222219,-0.3975
25.232164,-0.4967
25.242095,-0.5599
25.252075,-0.5457
25.262016,-0.482
25.271951,-0.4332
25.281892,-0.3821
25.291807,-0.3606
25.301748,-0.338
25.311672,-0.3209
25.321611,-0.3018
25.331552,-0.2636
25.341499,-0.2501
25.349891,-0.231
25.359844,-0.2066
25.369787,-0.1579
25.379747,-0.1239
25.389703,-0.0792
25.399692,-0.0971
25.409648,-0.1182
25.41958,-0.1346
25.429536,-0.1291
25.439519,-0.1272
25.449535,-0.111
25.459512,-0.1272
25.469467,-0.1504
25.477836,-0.2001
25.487739,-0.3815
25.497684,-0.5311
25.507667,-0.4571
25.517595,-0.3903
25.527555,-0.3073
25.537488,-0.3348
25.547443,-0.2945
25.557435,-0.2456
25.567399,-0.1443
25.577344,-0.1929
25.585727,-0.1335
25.595668,-0.1085
25.605627,-0.1169
25.615575,-0.212
25.625532,-0.2489
25.635471,-0.3681
25.64542,-0.3874
25.65538,-0.3584
25.66534,-0.3077
25.675283,-0.268
25.68522,-0.319
25.693576,-0.5064
25.70354,-0.6091
25.713439,-0.7108
25.723384,-0.6811
25.733348,-0.6268
25.743288,-0.4038
25.753231,-0.1598
25.763359,0.2181
25.773483,0.3803
25.78358,0.4114
25.794399,0.3999
25.804515,0.2928
25.814683,0.201
25.824819,0.1171
25.834955,0.1587
25.845075,0.3133
25.855188,0.42
25.865348,0.4828
25.875476,0.499
25.885595,0.4755
