Time (s),PPG Value
25.895715,0.389
25.905851,0.196
25.915927,-0.186
25.925876,-0.4088
25.935804,-0.5292
25.945747,-0.6239
25.955688,-0.6869
25.965667,-0.6789
25.975616,-0.6091
25.985572,-0.5229
25.995519,-0.3714
26.005464,-0.2601
26.015432,-0.1578
26.025392,-0.0843
26.035339,-0.1343
26.045291,-0.1368
26.055248,-0.1448
26.0652,-0.1056
26.075132,-0.0161
26.085287,0.0372
26.095296,-0.0279
26.105344,-0.0082
26.115324,-0.1111
26.12528,-0.2719
26.135236,-0.2778
26.1452,-0.5109
26.155147,-0.6306
26.165115,-0.447
26.17506,-0.3248
26.185007,-0.3674
26.194963,-0.485
26.2049,-0.7861
26.214855,-0.819
26.224796,-0.7119
26.234735,-0.6028
26.243112,-0.4645
26.253063,-0.4125
26.263015,-0.4923
26.272996,-0.577
26.282939,-0.5342
26.29286,-0.4874
26.302804,-0.2364
26.312736,-0.2234
26.322736,-0.1992
26.332696,-0.0898
26.342643,-0.1168
26.351028,-0.2147
26.360988,-0.2391
26.37096,-0.2523
26.380899,-0.2618
26.390855,-0.1541
26.400911,0.0912
26.411228,0.0381
26.421348,-0.011
26.431335,-0.0254
26.44128,-0.1093
26.451219,-0.1211
26.461168,-0.1109
26.471143,-0.15
26.481092,-0.1681
26.491123,0.1119
26.501256,0.3706
26.511348,0.5485
26.521507,0.6431
26.531639,0.6783
26.541803,0.6702
26.551935,0.5867
26.562088,0.2957
26.572107,-0.3098
26.582052,-0.4084
26.591976,-0.5292
26.601924,-0.5582
26.611871,-0.5574
26.621856,-0.5246
26.631816,-0.5061
26.641756,-0.4408
26.651679,-0.4062
26.661596,-0.349
26.671567,-0.2831
26.68152,-0.268
26.691444,-0.2639
26.701391,-0.2361
26.709779,-0.2317
26.719751,-0.205
26.729692,-0.1729
26.739639,-0.1275
26.749591,-0.1153
26.759552,-0.1165
26.769548,-0.1272
26.779491,-0.1356
26.789451,-0.0901
26.799388,-0.0989
26.809335,-0.115
26.819295,-0.1516
26.827716,-0.2113
26.837663,-0.2807
26.847591,-0.288
26.85754,-0.3031
26.867488,-0.2212
26.877475,-0.1763
26.887432,-0.1626
26.89738,-0.1657
26.907335,-0.2218
26.91728,-0.1702
26.92728,-0.1637
26.937236,-0.2968
26.945615,-0.4356
26.955556,-0.6787
26.96548,-0.604
26.975431,-0.5403
26.985376,-0.2751
26.995323,-0.1195
27.00538,0.1096
27.015651,0.1452
27.025783,0.161
27.035924,0.0686
27.045915,-0.0463
27.05586,-0.0651
27.065799,-0.1004
27.075752,-0.0786
27.085699,-0.0672
27.095643,-0.1126
27.105596,-0.2091
27.115539,-0.2673
27.125495,-0.0129
27.135663,0.3386
27.14578,0.5735
27.155887,0.6752
27.166055,0.696
27.176179,0.6517
27.18634,0.4726
27.196428,-0.1525
27.206359,-0.3883
27.216279,-0.5108
27.226219,-0.6224
27.236196,-0.6382
27.246131,-0.5655
27.256067,-0.4564
27.265983,-0.3249
27.275939,-0.2248
27.285915,-0.1679
27.294332,-0.1384
27.30434,-0.1139
27.314296,-0.1209
27.324256,-0.1483
27.334268,-0.1594
27.344247,-0.1592
27.3542,-0.076
27.364152,-0.015
27.374092,-0.0223
27.384187,0.0319
27.394323,0.0075
27.404455,0.1427
27.414579,0.2257
27.4249,0.2119
27.435056,0.1861
27.445196,0.1277
27.455263,-0.147
27.465208,-0.3211
27.475179,-0.4062
27.485111,-0.4497
27.495119,-0.3246
27.505104,-0.1803
27.515136,0.0897
27.525251,0.2362
27.535423,0.2668
27.545612,0.2715
27.555747,0.2233
27.565887,0.2096
27.576032,0.048
27.585948,-0.2687
27.595939,-0.4389
27.605871,-0.5599
27.615804,-0.6558
27.625736,-0.7148
27.635688,-0.7681
27.645679,-0.7734
27.655656,-0.6485
27.665607,-0.4919
27.675523,-0.3427
27.685491,-0.2603
27.695495,-0.2658
27.705432,-0.3054
27.715391,-0.2525
27.725324,-0.2152
27.735307,-0.1956
27.745288,-0.1612
27.75526,-0.0841
27.765304,0.0841
27.775423,0.2736
27.785543,0.4257
27.795671,0.4704
27.805976,0.4241
27.816087,0.2872
27.826223,0.0418
27.836151,-0.3053
27.846124,-0.4319
27.856079,-0.5539
27.865995,-0.613
27.875923,-0.6122
27.885879,-0.5935
27.895803,-0.556
27.905744,-0.4755
27.915664,-0.4262
27.924047,-0.3889
27.933988,-0.3082
27.943935,-0.2791
27.953927,-0.243
27.963872,-0.2219
27.973823,-0.2216
27.983768,-0.2154
27.993703,-0.1974
28.003692,-0.1977
28.013628,-0.1599
28.023591,-0.1091
28.033527,-0.0602
28.041908,-0.0132
28.052083,0.0384
28.062196,0.0656
28.072324,0.0593
28.082355,-0.0416
28.092311,-0.1534
28.10226,-0.2503
28.112192,-0.3071
28.122108,-0.2734
28.132068,-0.2919
28.142023,-0.2891
28.151996,-0.3242
28.161947,-0.3611
28.171903,-0.4211
28.181844,-0.4187
28.191772,-0.4046
28.201692,-0.3101
28.210096,-0.2304
28.220027,-0.1701
28.22998,-0.1283
28.239919,-0.1388
28.249872,-0.161
28.259843,-0.1576
28.2698,-0.2009
28.279708,-0.1568
28.289667,-0.2309
28.299619,-0.1688
28.309587,-0.0616
28.317928,-0.0724
28.327856,-0.0479
28.337808,-0.0318
28.347755,-0.1305
28.3577,-0.3871
28.367671,-0.2821
28.377599,-0.1242
28.387723,0.096
28.397848,0.1719
28.408023,0.3007
28.418144,0.5079
28.42826,0.6216
28.438575,0.6479
28.448692,0.6515
28.458839,0.6126
28.46898,0.5174
28.479116,0.4033
28.489267,0.1094
28.4992,-0.4146
28.509164,-0.6582
28.519115,-0.9012
28.529052,-1.0
28.538955,-1.0
28.548864,-1.0
28.558799,-1.0
28.568708,-0.915
28.578643,-0.6
28.588571,-0.2796
28.598531,-0.0396
28.608703,0.0849
28.618852,0.1175
28.628976,0.1063
28.639104,0.1062
28.649215,0.1456
28.659376,0.1684
28.669511,0.216
28.679651,0.2515
28.6898,0.2761
28.699932,0.2708
28.710079,0.2608
28.720216,0.2654
28.730352,0.2339
28.740507,0.1693
28.750648,0.12
28.760795,0.0897
28.770927,0.082
28.781232,0.0997
28.791355,0.0874
28.8031,0.0965
28.813251,0.0962
28.823387,0.1037
28.833539,0.0109
28.843479,-0.1267
28.853424,-0.2491
28.863403,-0.4055
28.873344,-0.5641
28.883295,-0.6569
28.893236,-0.6642
28.903188,-0.6652
28.913164,-0.6229
28.92312,-0.5215
28.933044,-0.4976
28.942979,-0.5127
28.952932,-0.6362
28.962928,-0.7766
28.9729,-0.8031
28.982828,-0.7753
28.992771,-0.7109
29.002691,-0.6025
29.012647,-0.4552
29.022579,-0.4264
29.032527,-0.344
29.042472,-0.2814
29.052387,-0.1364
29.062459,0.0981
29.072555,0.3156
29.082675,0.4203
29.092775,0.4666
29.102895,0.5164
29.113227,0.5273
29.123472,0.368
29.133752,0.2385
29.144039,0.1203
29.154348,0.0205
29.165128,-0.0551
29.176795,-0.1144
29.186851,-0.1438
29.196903,-0.1632
29.206987,-0.1758
29.217771,-0.1841
29.229496,-0.1906
29.239599,-0.1939
29.249708,-0.196
29.25982,-0.1974
29.270635,-0.1983
29.282363,-0.199
29.292467,-0.1993
29.302579,-0.1996
29.312692,-0.1997
29.32352,-0.1998
29.335227,-0.1999
29.345319,-0.1999
29.355424,-0.2
29.365516,-0.2
29.376316,-0.2
29.388059,-0.2
29.398147,-0.2
29.408267,-0.2
29.418399,-0.2
29.429208,-0.2
29.440923,-0.2
29.451036,-0.2
29.461151,-0.2
29.472791,-0.1736
29.483459,-0.183
29.493415,-0.1883
29.503379,-0.1899
29.513343,-0.1901
29.523315,-0.1899
29.533967,-0.1898
29.545495,-0.1889
29.555452,-0.1897
29.565423,-0.1892
29.575403,-0.1922
29.58542,-0.1945
29.595384,-0.1969
29.605352,-0.2001
29.615287,-0.2992
29.625215,-0.3952
29.635192,-0.3575
29.645143,-0.1685
29.655099,-0.0081
29.665227,0.1059
29.675403,0.1102
29.685579,0.0775
29.695716,0.1024
29.705831,0.2882
29.715927,0.4236
29.726036,0.4656
29.736192,0.4823
29.746368,0.48
29.756504,0.4414
29.766643,0.3394
29.776807,0.0423
29.786783,-0.3783
29.796743,-0.5439
29.806688,-0.7287
29.816631,-0.8438
29.826583,-0.898
29.836559,-0.8845
29.846496,-0.7602
29.856452,-0.6185
29.866403,-0.4369
29.876367,-0.2784
29.88636,-0.1681
29.896327,-0.1416
29.906312,-0.1549
29.916271,-0.1177
29.926244,-0.0661
29.936227,-0.007
29.946363,0.0731
29.956495,0.106
29.966783,0.0824
29.976924,0.0381
29.987096,0.0394
29.997207,0.0089
30.007236,-0.0195
30.017183,-0.0507
30.027132,-0.1541
30.037111,-0.4072
30.047048,-0.4331
30.056987,-0.4346
30.066936,-0.3986
30.076856,-0.3295
30.086832,-0.3089
30.096767,-0.3256
30.106716,-0.243
30.116668,-0.1665
30.126632,-0.2037
30.136596,-0.2774
30.146551,-0.3896
30.156488,-0.4388
30.166416,-0.4717
30.176387,-0.3701
30.186344,-0.2595
30.196323,-0.2755
30.206304,-0.2107
30.216232,-0.1311
30.22462,-0.0798
30.234575,-0.0899
30.24456,-0.1048
30.254528,-0.0439
30.264492,-0.0193
30.274656,0.0152
30.28466,-0.0054
30.294843,0.0192
30.304988,0.0581
30.315116,0.0062
30.32518,-0.0225
30.335283,0.1589
30.345451,0.3727
30.355579,0.4919
30.365684,0.5619
30.375791,0.5979
30.385887,0.6158
30.396207,0.5967
30.40632,0.4739
30.4164,-0.0077
30.426324,-0.4442
30.436252,-0.548
30.446207,-0.6434
30.456159,-0.6684
30.466108,-0.6151
30.476051,-0.5237
30.485979,-0.4418
30.495931,-0.3913
30.50588,-0.3576
30.5158,-0.339
30.525724,-0.3141
30.535671,-0.2575
30.545648,-0.2292
30.555599,-0.2032
30.565551,-0.1957
30.575475,-0.1756
30.585416,-0.1263
30.595407,-0.0785
30.605356,-0.048
30.615287,-0.0601
30.625255,-0.0864
30.633628,-0.0987
30.643608,-0.1178
30.653528,-0.1629
30.66348,-0.1486
30.673431,-0.1688
30.683364,-0.1983
30.693292,-0.158
30.70326,-0.2012
30.713188,-0.3856
30.72314,-0.596
30.731523,-0.7174
30.741472,-0.7188
30.751443,-0.5277
30.761404,-0.3382
30.77136,-0.1535
30.781299,-0.0795
30.791231,-0.103
30.801191,-0.2397
30.811103,-0.3324
30.821056,-0.5117
30.830984,-0.6458
30.83934,-0.55
30.849267,-0.3058
30.859247,-0.1124
30.869272,0.0037
30.879396,0.0869
30.88972,0.0158
30.899688,-0.0022
30.909667,-0.0858
30.919591,-0.2466
30.929544,-0.3178
30.939495,-0.0565
30.949632,0.2168
30.959796,0.2719
30.969924,0.3089
30.980087,0.3473
30.990192,0.3786
31.000299,0.4706
31.010427,0.5945
31.020551,0.6749
31.030664,0.7356
31.040784,0.7496
31.050891,0.7048
31.061035,0.5492
31.071119,-0.2397
31.081056,-0.4311
31.090984,-0.4986
31.100904,-0.5267
31.110876,-0.5496
31.120824,-0.5656
31.130735,-0.5663
31.140655,-0.5494
31.150575,-0.501
31.160535,-0.4385
31.170467,-0.3805
31.180391,-0.2979
31.190336,-0.2007
31.200275,-0.1222
31.210243,-0.0888
31.220191,-0.1023
31.230144,-0.1012
31.2401,-0.1039
31.250051,-0.1346
31.258432,-0.1488
31.26844,-0.1263
31.278411,-0.1096
31.288364,-0.0636
31.298311,-0.0319
31.308263,-0.0497
31.318239,-0.0852
31.328195,-0.1476
31.338155,-0.1928
31.348115,-0.2267
31.358083,-0.2178
31.368047,-0.2893
31.377992,-0.3646
31.386379,-0.4279
31.396327,-0.534
31.406272,-0.5015
31.416231,-0.4786
31.426176,-0.4827
31.436124,-0.4646
31.446027,-0.4433
31.455936,-0.4047
31.465875,-0.2404
31.475843,-0.0712
31.484283,0.0042
31.494428,0.0877
31.50472,0.0208
31.514652,-0.106
31.524595,-0.189
31.53454,-0.3081
31.544471,-0.4382
31.554403,-0.5663
31.564348,-0.4918
31.574348,-0.3035
31.584291,-0.1379
31.594343,0.0602
31.604524,0.1164
31.614671,0.0885
31.624847,0.0269
31.634851,-0.0497
31.644832,-0.0508
31.654783,-0.0783
31.664779,0.0366
31.674936,0.1998
31.685047,0.3221
31.695152,0.409
31.705295,0.4032
31.7154,0.3733
31.725543,0.327
31.735683,0.2206
31.745836,0.0478
31.755771,-0.2644
31.765727,-0.5204
31.775688,-0.7372
31.785631,-0.8564
31.795572,-0.9073
31.805484,-0.8663
31.815376,-0.7478
31.825336,-0.5858
31.835287,-0.4721
31.84522,-0.3555
31.855159,-0.3347
31.865119,-0.2722
31.875116,-0.26
31.885051,-0.1756
31.894996,-0.1601
31.904932,-0.1751
31.913295,-0.1585
31.923271,-0.1481
31.93324,-0.1687
31.943176,-0.1194
31.953187,0.0052
31.963327,0.0791
31.973463,0.1499
31.9838,0.1492
31.993919,0.0675
32.003917,-0.0459
32.013858,-0.1404
32.023818,-0.2495
32.033756,-0.4385
32.043701,-0.5122
32.053627,-0.4833
32.063568,-0.4149
32.073528,-0.3025
32.083507,-0.2985
32.093444,-0.2936
32.103389,-0.2626
32.11333,-0.2079
32.123275,-0.1241
32.133285,-0.1143
32.143234,-0.1695
32.151645,-0.2111
32.161613,-0.2597
32.171588,-0.214
32.181575,-0.1576
32.191532,-0.0708
32.20148,-0.075
32.211429,-0.1103
32.221378,-0.1966
32.231369,-0.4171
32.241363,-0.3177
32.251327,-0.341
32.261287,-0.2994
32.271232,-0.1652
32.279666,-0.1612
32.289638,-0.041
32.29969,0.0138
32.309806,0.1407
32.320114,0.1892
32.330287,0.1869
32.340435,0.1969
32.350559,0.1953
32.360691,0.3405
32.370815,0.5119
32.380962,0.6347
32.391075,0.6826
32.401199,0.6822
32.411327,0.6293
32.421459,0.5574
32.431625,0.3529
32.441684,-0.2471
32.451625,-0.4073
32.461566,-0.5872
32.471511,-0.7486
32.481502,-0.825
32.491424,-0.8516
32.501354,-0.8041
32.511287,-0.6503
32.521228,-0.4816
32.53115,-0.323
32.541141,-0.2308
32.551101,-0.2176
32.561061,-0.2546
32.571002,-0.2043
32.58094,-0.1593
32.590919,-0.135
32.600875,-0.1047
32.610813,-0.083
32.620765,-0.0659
32.630699,-0.0572
32.640682,-0.0644
32.650627,-0.0408
32.660587,-0.0524
32.670532,-0.0713
32.680503,-0.1324
32.690502,-0.1921
32.700454,-0.3522
32.710391,-0.4566
32.720348,-0.4781
32.728717,-0.4426
32.738704,-0.3956
32.748638,-0.5138
32.758594,-0.54
32.768512,-0.585
32.778442,-0.6091
32.788417,-0.6044
32.798366,-0.5741
32.808322,-0.4119
32.81826,-0.2129
32.828205,-0.0812
32.836582,-0.0147
32.846622,-0.0138
32.856567,-0.1331
32.866535,-0.0597
32.876617,0.0234
32.8866,-0.0468
32.896617,0.0185
32.906753,0.0736
32.916877,0.1494
32.927185,0.2118
32.937316,0.1721
32.94746,-0.0848
32.957393,-0.0209
32.96751,0.0268
32.977699,0.0601
32.987888,0.0739
32.99797,-0.0334
33.007896,-0.1719
33.017883,0.0041
33.027992,0.128
33.038101,0.372
33.04824,0.5831
33.058349,0.673
33.068489,0.6927
33.078601,0.6566
33.088741,0.5616
33.098915,0.3934
33.108966,-0.2458
33.118919,-0.3766
33.128883,-0.5348
33.138847,-0.6596
33.148826,-0.6949
33.158779,-0.703
33.168712,-0.6867
33.178649,-0.6085
33.188579,-0.5723
33.198562,-0.4789
33.208511,-0.3549
33.218467,-0.2759
33.228427,-0.2342
33.238399,-0.234
33.248363,-0.2165
33.2583,-0.1959
33.26823,-0.134
33.278186,-0.0862
33.288116,-0.0599
33.298072,-0.0338
33.308044,-0.0075
33.318164,0.0176
33.328315,0.039
33.338424,-0.0123
33.348423,-0.0507
33.35839,-0.1651
33.368339,-0.2841
33.378299,-0.3303
33.389793,-0.3031
33.399742,-0.2811
33.409694,-0.2936
33.419631,-0.2919
33.429573,-0.2871
33.439544,-0.2033
33.449516,-0.1437
33.459506,-0.084
33.46947,-0.1111
33.479446,-0.103
33.489391,-0.287
33.499359,-0.7519
33.509304,-0.9554
33.519222,-0.9092
33.529182,-0.6044
33.539127,-0.1856
33.54906,-0.0489
33.559036,-0.187
33.568981,-0.3482
33.578918,-0.294
33.588874,-0.3334
33.598876,0.0555
33.609043,0.2754
33.619174,0.4164
33.629306,0.4712
33.639602,0.4602
33.649707,0.3862
33.659851,0.3368
33.66999,0.272
33.680118,0.3498
33.690246,0.5523
33.70037,0.6751
33.71051,0.7241
33.720638,0.7234
33.73077,0.6624
33.740905,0.5393
33.751033,0.1746
33.761016,-0.3741
33.770961,-0.4978
33.780895,-0.5941
33.790817,-0.6455
33.800769,-0.6449
33.810733,-0.5837
33.820667,-0.5259
33.830623,-0.4595
33.840545,-0.4171
33.850482,-0.3778
33.860443,-0.3368
33.870388,-0.3397
33.88034,-0.3223
33.890266,-0.2958
33.900199,-0.3031
33.910156,-0.2832
33.92012,-0.2283
33.930042,-0.1814
33.939975,-0.1348
33.949954,-0.0668
33.959903,-0.0584
33.969905,-0.043
33.979877,-0.0149
33.989833,-0.0037
33.998222,-0.0316
34.008171,-0.1044
34.018135,-0.1682
34.028106,-0.3159
34.038063,-0.3946
34.048007,-0.3935
34.057941,-0.4078
34.067871,-0.4154
34.077793,-0.4564
34.08773,-0.4269
34.096111,-0.3399
34.106079,-0.2627
34.116046,-0.1959
34.126033,-0.12
34.136013,-0.0125
34.145996,-0.0572
34.15596,-0.1923
34.165908,-0.4541
34.175868,-0.7104
34.185817,-0.6364
34.195789,-0.603
34.205722,-0.5714
34.215667,-0.3798
34.224094,-0.1646
34.234222,0.1358
34.244354,0.2407
34.254684,0.1424
34.264747,-0.0318
34.274719,-0.1854
34.284652,-0.1804
34.29457,-0.1851
34.304515,-0.2331
34.314472,-0.1444
34.32452,0.0575
34.334648,0.3466
34.344764,0.5554
34.354877,0.6408
34.364978,0.6638
34.375175,0.6293
34.385311,0.5498
34.39545,0.4363
34.405586,0.2174
34.415576,-0.2914
34.425563,-0.4554
34.43552,-0.6585
34.445461,-0.816
34.455406,-0.8439
34.465312,-0.7779
34.475292,-0.6699
34.485233,-0.5402
34.495166,-0.4168
34.505115,-0.3233
34.515064,-0.2978
34.524982,-0.2935
34.534973,-0.2861
34.544933,-0.2678
34.554893,-0.2255
34.564834,-0.1689
34.57479,-0.1186
34.584793,-0.0754
34.594734,-0.0425
34.604717,-0.0321
34.614685,-0.0286
34.62466,-0.032
34.633079,-0.03
34.64302,-0.0255
34.652984,-0.0144
34.66294,-0.0289
34.672901,-0.0733
34.682899,-0.1888
34.692848,-0.3311
34.702816,-0.412
34.712779,-0.4914
34.722736,-0.6068
34.732704,-0.7437
34.742649,-0.677
34.752586,-0.4482
34.760997,-0.2424
34.771034,0.0027
34.781162,0.0865
34.791526,0.1817
34.801673,0.0687
34.811679,-0.1588
34.821613,-0.2498
34.831577,-0.2887
34.841541,-0.3319
34.85152,-0.2502
34.861442,-0.1737
34.871402,-0.1966
34.881324,-0.2126
34.891311,-0.2719
34.901283,-0.3357
34.91122,-0.4019
34.921157,-0.4538
34.931083,-0.4739
34.941047,-0.3981
34.950996,-0.2461
34.960929,-0.1488
34.970886,-0.0709
34.979255,-0.0126
34.98944,0.0868
34.999534,0.2536
35.009647,0.4007
35.019744,0.4568
35.029914,0.4322
35.040058,0.3811
35.050167,0.322
35.060295,0.2134
35.070434,0.029
35.080345,-0.3214
35.090309,-0.5515
35.100246,-0.7358
35.110187,-0.8171
35.120109,-0.8336
35.130027,-0.7946
35.139987,-0.7252
35.149913,-0.5934
35.159862,-0.4494
35.169815,-0.3572
35.179775,-0.2825
35.189743,-0.2583
35.199737,-0.2373
35.209651,-0.2218
35.219604,-0.1839
35.229549,-0.093
35.239509,-0.0467
35.249496,-0.0721
35.259441,-0.0791
35.267837,-0.107
35.277782,-0.1531
35.28775,-0.2099
35.297714,-0.0782
35.307785,0.0601
35.317897,0.1415
35.328247,0.112
35.338382,0.0026
35.34835,-0.0497
35.358287,-0.274
35.368225,-0.4225
35.378154,-0.5838
35.388099,-0.6102
35.398056,-0.6119
35.408016,-0.5678
35.417968,-0.4286
35.427925,-0.1946
35.437889,-0.1229
35.447875,-0.141
35.457839,-0.2231
35.467769,-0.3422
35.477729,-0.4138
35.48611,-0.4302
35.496086,-0.3069
35.506027,-0.0506
35.515987,-0.0079
35.526035,0.0456
35.536182,0.0597
35.54634,0.0004
35.556419,0.1268
35.566535,0.2279
35.576717,0.1983
35.586856,0.188
35.597026,0.1572
35.607181,0.0533
35.617179,-0.1155
35.62717,-0.259
35.637119,-0.2962
35.647117,-0.3085
35.6571,-0.0488
35.667224,0.3365
35.677345,0.5174
35.687454,0.5803
35.697772,0.5736
35.707885,0.5363
35.718002,0.4698
35.728126,0.3038
35.738231,-0.1293
35.748214,-0.3912
35.758182,-0.5576
35.768115,-0.6612
35.778057,-0.6891
35.787998,-0.6924
35.797931,-0.644
35.807876,-0.5796
35.817813,-0.5098
35.827732,-0.449
35.837661,-0.4066
35.847579,-0.3461
35.857566,-0.2522
35.867511,-0.1389
35.877494,-0.0214
35.887603,0.0522
35.897762,0.0818
35.907928,0.0916
35.918041,0.0706
35.928119,-0.0051
35.938079,-0.0936
35.948028,-0.1596
35.958011,-0.2307
35.967945,-0.2627
35.977897,-0.3438
35.987834,-0.4198
35.997753,-0.4316
36.007747,-0.4242
36.017688,-0.4779
36.027637,-0.4664
36.037578,-0.3792
36.047523,-0.3501
36.057502,-0.315
36.067447,-0.3495
36.077377,-0.4335
36.085742,-0.4851
36.095684,-0.4844
36.105636,-0.4483
36.115577,-0.3439
36.125526,-0.2591
36.135478,-0.2284
36.145423,-0.277
36.155384,-0.166
36.16537,-0.0643
36.175334,-0.018
36.18539,0.0127
36.195484,-0.009
36.205432,-0.1037
36.215412,-0.1775
36.225383,-0.3212
36.233776,-0.3002
36.243717,-0.3114
36.253673,-0.2669
36.263664,-0.2129
36.273635,-0.1741
36.283588,-0.1158
36.293537,-0.183
36.303478,-0.201
36.313461,-0.138
36.323482,0.0234
36.333614,0.3277
36.343742,0.5125
36.353855,0.5933
36.364177,0.6013
36.37429,0.5341
36.384422,0.4422
36.394554,0.3372
36.404705,0.0366
36.414646,-0.3538
36.424575,-0.5042
36.43452,-0.6129
36.444488,-0.6703
36.454418,-0.6956
36.464393,-0.6479
36.474334,-0.6059
36.484275,-0.5424
36.494228,-0.5057
36.504161,-0.5017
36.514125,-0.4275
36.524074,-0.3908
36.533992,-0.3798
36.542354,-0.3661
36.552272,-0.305
36.562213,-0.2076
36.572208,-0.1231
36.582172,-0.0687
36.592136,-0.0237
36.602203,0.0145
36.612312,0.0437
36.622497,0.0779
36.63269,0.08
36.642829,0.0533
36.652973,0.0062
36.662929,-0.0689
36.672924,-0.1683
36.682888,-0.2939
36.692794,-0.3939
36.702732,-0.3052
36.712646,-0.2034
36.722656,-0.1672
36.732643,-0.1887
36.742603,-0.2399
36.75254,-0.2973
36.76247,-0.3038
36.772445,-0.2769
36.782409,-0.2544
36.790775,-0.2461
36.800712,-0.2389
36.810657,-0.203
36.820636,-0.2093
36.830581,-0.2619
36.840515,-0.2812
36.850463,-0.2629
36.860404,-0.2576
36.870372,-0.2766
36.880306,-0.2754
36.890228,-0.1794
36.898624,-0.09
36.908676,0.0385
36.918857,0.084
36.929,0.1098
36.939296,0.063
36.949409,0.0169
36.959342,-0.0221
36.969337,-0.0926
36.979293,-0.0737
36.989379,0.2078
36.999488,0.383
37.009582,0.4785
37.019702,0.4993
37.029869,0.488
37.039989,0.4528
37.050113,0.3548
37.060256,0.0066
37.070186,-0.388
37.080101,-0.5171
37.090011,-0.6461
37.099952,-0.7196
37.109897,-0.7133
37.119827,-0.6511
37.129806,-0.5583
37.139739,-0.4739
37.149654,-0.3974
37.159599,-0.3517
37.169525,-0.329
37.179481,-0.3039
37.189395,-0.2644
37.199344,-0.2523
37.209293,-0.1903
37.219219,-0.1036
37.229225,-0.024
37.239349,0.0412
37.249481,0.0722
37.259597,0.0131
37.269542,-0.0837
37.279537,-0.1486
37.289508,-0.1607
37.299468,-0.1414
37.309421,-0.1334
37.319385,-0.1407
37.329364,-0.2242
37.337764,-0.6947
37.347682,-1.0
37.357601,-1.0
37.367507,-1.0
37.377407,-1.0
37.387351,-0.4576
37.397369,0.0371
37.407505,0.2404
37.417621,0.3146
37.427947,0.3234
37.438125,0.2958
37.448253,0.0859
37.45832,-0.0565
37.468276,-0.3023
37.478221,-0.3819
37.488166,-0.4819
37.498119,-0.5874
37.508052,-0.5016
37.517982,-0.4433
37.527942,-0.3429
37.537948,-0.179
37.547908,-0.0337
37.558048,0.1289
37.568218,0.1209
37.578327,-0.0442
37.588298,-0.2216
37.598239,-0.4494
37.608177,-0.5636
37.618122,-0.5293
37.628082,-0.4289
37.638084,-0.2068
37.648139,0.1223
37.658275,0.3761
37.668395,0.5003
37.678493,0.5708
37.688629,0.5953
37.698936,0.5886
37.709056,0.5675
37.719158,0.4868
37.729293,0.1794
37.739299,-0.3671
37.749229,-0.4896
37.759159,-0.6359
37.7691,-0.6999
37.779006,-0.6597
37.78894,-0.5676
37.798862,-0.4421
37.808807,-0.3552
37.818737,-0.3244
37.828666,-0.3058
37.83707,-0.3131
37.846988,-0.3074
37.856929,-0.2967
37.866874,-0.2545
37.876808,-0.2148
37.886756,-0.1672
37.896751,-0.126
37.9067,-0.0909
37.916599,-0.0635
37.92657,-0.0512
37.936508,-0.0482
37.944908,-0.0744
37.95486,-0.1174
37.964839,-0.1586
37.974777,-0.2006
37.984718,-0.1979
37.994705,-0.1613
38.004665,-0.1552
38.014598,-0.1408
38.024562,-0.1067
38.034473,-0.1544
38.044422,-0.3266
38.052795,-0.5039
38.062717,-0.8275
38.072658,-1.0
38.082588,-0.9989
38.092517,-0.6996
38.102504,-0.4902
38.112457,-0.3395
38.122425,-0.2949
38.132373,-0.3724
38.142326,-0.5591
38.152313,-0.7969
38.160709,-0.9031
38.170646,-0.7856
38.180591,-0.6369
38.190544,-0.3833
38.200519,-0.2404
38.210468,-0.326
38.220417,-0.3289
38.230381,-0.1594
38.240436,0.122
38.250568,0.2846
38.260673,0.3516
38.270774,0.3664
38.281063,0.305
38.291187,0.2375
38.301361,0.2151
38.311504,0.1712
38.321655,0.1416
38.331825,0.2014
38.341945,0.406
38.352096,0.547
38.362209,0.601
38.372325,0.5873
38.382446,0.5201
38.392585,0.3765
38.402729,-0.0108
38.412658,-0.351
38.422603,-0.4498
38.432567,-0.5139
38.442489,-0.5326
38.452476,-0.5306
38.462417,-0.5241
38.472381,-0.5213
38.48233,-0.5204
38.492259,-0.4714
38.502189,-0.3906
38.51213,-0.2744
38.52209,-0.1924
38.532028,-0.1472
38.541984,-0.1162
38.551933,-0.1514
38.561916,-0.1666
38.571861,-0.1088
38.581932,0.0082
38.592071,0.0857
38.60218,0.2401
38.612529,0.2547
38.622631,0.3162
38.632759,0.3792
38.64289,0.3358
38.653022,0.2184
38.663154,-0.1129
38.673122,-0.2587
38.683105,-0.3543
38.693065,-0.3707
38.703014,-0.365
38.712997,-0.3558
38.722953,-0.3629
38.732887,-0.3951
38.742843,-0.3338
38.752799,-0.2883
38.76279,-0.2268
38.77275,-0.1771
38.782695,-0.2251
38.792644,-0.2803
38.802566,-0.2654
38.812553,-0.2404
38.822521,-0.1875
38.832485,-0.1549
38.842445,-0.1482
38.852394,-0.177
38.862373,-0.1794
38.870769,-0.2293
38.880733,-0.2079
38.890674,-0.1721
38.900646,-0.1717
38.910591,-0.1162
38.920585,-0.1365
38.930538,-0.0992
38.940486,-0.0842
38.950416,-0.0687
38.960361,-0.033
38.970336,-0.0389
38.98027,-0.1285
38.988651,-0.2268
38.9986,-0.1524
